Mod:Item:MetaData, Localized Name
gregtech:fluid_pipe:3072, 大型钛流体管道
gregtech:fluid_pipe:235, 微型钨钢流体管道
gregtech:fluid_pipe:1235, 小型钨钢流体管道
gregtech:fluid_pipe:2235, 钨钢流体管道
gregtech:fluid_pipe:3235, 大型钨钢流体管道
gregtech:fluid_pipe:192, 微型哈氏合金流体管道
gregtech:fluid_pipe:1192, 小型哈氏合金流体管道
gregtech:fluid_pipe:2192, 哈氏合金流体管道
gregtech:fluid_pipe:3192, 大型哈氏合金流体管道
gregtech:fluid_pipe:196, 微型木头流体管道
gregtech:fluid_pipe:1196, 小型木头流体管道
gregtech:fluid_pipe:2196, 木头流体管道
gregtech:fluid_pipe:3196, 大型木头流体管道
gregtech:boiler_casing:0, 青铜管道方块
gregtech:boiler_casing:1, 钢管道方块
gregtech:boiler_casing:2, 钛管道方块
gregtech:boiler_casing:3, 钨钢管道方块
gregtech:boiler_firebox_casing:0, 青铜燃烧室
gregtech:boiler_firebox_casing:1, 钢燃烧室
gregtech:boiler_firebox_casing:2, 钛燃烧室
gregtech:boiler_firebox_casing:3, 钨钢燃烧室
gregtech:metal_casing:0, 青铜机器外壳
gregtech:metal_casing:1, 耐火砖
gregtech:metal_casing:2, 隔热机械方块
gregtech:metal_casing:3, 防冻机械方块
gregtech:metal_casing:4, 脱氧钢机械方块
gregtech:metal_casing:5, 洁净不锈钢机械方块
gregtech:metal_casing:6, 加强钛机械方块
gregtech:metal_casing:7, 强化钨钢机械方块
gregtech:metal_casing:8, 焦炉砖
gregtech:turbine_casing:0, 青铜齿轮机械方块
gregtech:turbine_casing:1, 钢齿轮机械方块
gregtech:turbine_casing:2, 钛齿轮机械方块
gregtech:turbine_casing:3, 钢涡轮机械方块
gregtech:turbine_casing:4, 钛涡轮机械方块
gregtech:turbine_casing:5, 不锈钢涡轮机械方块
gregtech:turbine_casing:6, 钨钢涡轮机械方块
gregtech:machine_casing:0, ULV机器外壳
gregtech:machine_casing:1, LV机器外壳
gregtech:machine_casing:2, MV机器外壳
gregtech:machine_casing:3, HV机器外壳
gregtech:machine_casing:4, EV机器外壳
gregtech:machine_casing:5, IV机器外壳
gregtech:machine_casing:6, LuV机器外壳
gregtech:machine_casing:7, ZPM机器外壳
gregtech:machine_casing:8, UV机器外壳
gregtech:machine_casing:9, MAX机器外壳
gregtech:machine_casing:10, 青铜外壳
gregtech:machine_casing:11, 砖砌青铜外壳
gregtech:machine_casing:12, 钢外壳
gregtech:machine_casing:13, 砖砌钢外壳
gregtech:multiblock_casing:0, 引擎进气口机械方块
gregtech:multiblock_casing:1, 栅格机械方块
gregtech:multiblock_casing:2, 装配线外壳
gregtech:multiblock_casing:3, 聚变机械方块
gregtech:multiblock_casing:4, 聚变机械方块MK II
gregtech:wire_coil:0, 白铜线圈方块
gregtech:wire_coil:1, 坝塔尔合金线圈方块
gregtech:wire_coil:2, 镍铬合金线圈方块
gregtech:wire_coil:3, 钨钢线圈方块
gregtech:wire_coil:4, 高速钢-G线圈方块
gregtech:wire_coil:5, 硅岩线圈方块
gregtech:wire_coil:6, 硅岩合金线圈方块
gregtech:wire_coil:7, 超导线圈方块
gregtech:wire_coil:8, 聚变线圈方块
gregtech:warning_sign:0, 黄色路障方块
gregtech:warning_sign:1, 黄色路障方块
gregtech:warning_sign:2, 辐射危险警示方块
gregtech:warning_sign:3, 生化危险警示方块
gregtech:warning_sign:4, 爆炸危险警示方块
gregtech:warning_sign:5, 易燃危险警示方块
gregtech:warning_sign:6, 强酸危险警示方块
gregtech:warning_sign:7, 魔力危险警示方块
gregtech:warning_sign:8, 低温危险警示方块
gregtech:warning_sign:9, 噪声危险警示方块
gregtech:granite:0, 黑花岗岩
gregtech:granite:4, 裂纹黑花岗岩
gregtech:granite:8, 苔藓黑花岗岩
gregtech:granite:12, 錾制黑花岗岩
gregtech:granite:1, 红花岗岩
gregtech:granite:5, 裂纹红花岗岩
gregtech:granite:9, 苔藓红花岗岩
gregtech:granite:13, 錾制红花岗岩
gregtech:granite:2, 黑花岗岩砖
gregtech:granite:6, 裂纹黑花岗岩砖
gregtech:granite:10, 苔藓黑花岗岩砖
gregtech:granite:14, 錾制黑花岗岩砖
gregtech:granite:3, 红花岗岩砖
gregtech:granite:7, 裂纹红花岗岩砖
gregtech:granite:11, 苔藓红花岗岩砖
gregtech:granite:15, 錾制红花岗岩砖
gregtech:mineral:0, 大理石
gregtech:mineral:4, 裂纹大理石
gregtech:mineral:8, 苔藓大理石
gregtech:mineral:12, 錾制大理石
gregtech:mineral:1, 大理石砖
gregtech:mineral:5, 裂纹大理石砖
gregtech:mineral:9, 苔藓大理石砖
gregtech:mineral:13, 錾制大理石砖
gregtech:mineral:2, 玄武岩
gregtech:mineral:6, 裂纹玄武岩
gregtech:mineral:10, 苔藓玄武岩
gregtech:mineral:14, 錾制凿玄武岩
gregtech:mineral:3, 玄武岩砖
gregtech:mineral:7, 裂纹玄武岩砖
gregtech:mineral:11, 苔藓玄武岩砖
gregtech:mineral:15, 錾制玄武岩砖
gregtech:concrete:0, 浅色混凝土
gregtech:concrete:4, 裂纹浅色混凝土
gregtech:concrete:8, 苔藓浅色混凝土
gregtech:concrete:12, 錾制浅色混凝土
gregtech:concrete:1, 浅色混凝土砖
gregtech:concrete:5, 裂纹轻浅色混凝土砖
gregtech:concrete:9, 苔藓浅色混凝土砖
gregtech:concrete:13, 錾制浅色混凝土砖
gregtech:concrete:2, 深色混凝土
gregtech:concrete:6, 裂纹深色混凝土
gregtech:concrete:10, 苔藓深色混凝土
gregtech:concrete:14, 錾制深色混凝土
gregtech:concrete:3, 深色混凝土砖
gregtech:concrete:7, 裂纹深色混凝土砖
gregtech:concrete:11, 苔藓深色混凝土砖
gregtech:concrete:15, 錾制深色混凝土砖
gregtech:log:0, 橡胶木
gregtech:leaves:0, 橡胶树叶
gregtech:sapling:0, 橡胶树苗
gregtech:crusher_blade, 破碎机刀片
gregtech:compressed_24:0, 精制铂盐块
gregtech:compressed_24:1, 铂盐块
gregtech:compressed_24:2, 锆石块
gregtech:compressed_24:3, 碳化锆块
gregtech:compressed_24:4, 氧化钇块
gregtech:compressed_24:5, 电路原料MK3块
gregtech:compressed_24:6, 铋碲酸盐块
gregtech:compressed_24:7, 氢溴酸二铋块
gregtech:compressed_24:8, 堇云石块
gregtech:compressed_24:9, 立方氧化锆块
gregtech:compressed_24:10, 锆块
gregtech:compressed_24:11, 邻苯二甲酸酐块
gregtech:compressed_24:12, 因克罗伊铁铬合金MA-956块
gregtech:compressed_24:13, 高温超导体-1223块
gregtech:compressed_24:14, 巴氏合金块
gregtech:compressed_24:15, 镍钛合金-60块
gregtech:compressed_13:0, 孔雀石块
gregtech:compressed_13:1, 芒硝块
gregtech:compressed_13:2, 云母块
gregtech:compressed_13:3, 天然碱块
gregtech:compressed_13:4, 重晶石块
gregtech:compressed_13:5, 石膏块
gregtech:compressed_13:6, 明矾石块
gregtech:compressed_13:7, 白云石块
gregtech:compressed_13:8, 硅灰石块
gregtech:compressed_13:9, 沸石块
gregtech:compressed_13:10, 蓝晶石块
gregtech:compressed_13:11, 高岭石块
gregtech:compressed_13:12, 滑石块
gregtech:compressed_13:13, 皂石块
gregtech:compressed_13:14, 磁铁块
gregtech:compressed_13:15, 磁化钢块
gregtech:compressed_9:0, 钼铅矿块
gregtech:compressed_9:1, 黄褐铁矿块
gregtech:compressed_9:2, 钇钡铜氧合金块
gregtech:compressed_9:3, 赛特斯石英块
gregtech:compressed_9:4, 石英岩块
gregtech:compressed_9:5, 石墨块
gregtech:compressed_9:6, 石墨烯块
gregtech:compressed_9:7, 碧玉块
gregtech:compressed_9:8, 铱锇合金块
gregtech:compressed_9:9, 珍珠岩块
gregtech:compressed_9:10, 褐煤块
gregtech:compressed_9:11, 橄榄石块
gregtech:compressed_9:12, 猫眼石块
gregtech:compressed_9:13, 紫水晶块
gregtech:compressed_9:14, 末影珍珠块
gregtech:compressed_9:15, 末影之眼块
gregtech:compressed_5:0, 木炭块
gregtech:compressed_5:1, 铬铁矿块
gregtech:compressed_5:2, 朱砂块
gregtech:compressed_5:3, 辉钴矿块
gregtech:compressed_5:4, 谢尔顿矿块
gregtech:compressed_5:5, 白铜块
gregtech:compressed_5:6, 黑色灰烬块
gregtech:compressed_5:7, 琥珀金块
gregtech:compressed_5:8, 方铅矿块
gregtech:compressed_5:9, 硅镁镍矿块
gregtech:compressed_5:10, 绿色蓝宝石块
gregtech:compressed_5:11, 钙铝榴石块
gregtech:compressed_5:12, 钛铁矿块
gregtech:compressed_5:13, 金红石块
gregtech:compressed_5:14, 铝土矿块
gregtech:compressed_5:15, 氯化镁块
gregtech:compressed_21:0, 贵金属块
gregtech:compressed_21:1, 金合金块
gregtech:compressed_21:2, 金浸出物块
gregtech:compressed_21:3, 硝酸铅块
gregtech:compressed_21:4, 焦亚硫酸钾块
gregtech:compressed_21:5, 氯化银块
gregtech:compressed_21:6, 氧化银块
gregtech:compressed_21:7, 铜浸出物块
gregtech:compressed_21:8, 鎶块
gregtech:compressed_21:9, 钋块
gregtech:compressed_21:10, 聚苯并咪唑块
gregtech:compressed_21:11, 重铬酸钾块
gregtech:compressed_21:12, 三氧化铬块
gregtech:compressed_21:13, 硝酸钾块
gregtech:compressed_21:14, 生通用钢块
gregtech:compressed_21:15, 通用钢块
gregtech:compressed_1:0, 镝块
gregtech:compressed_1:1, 铒块
gregtech:compressed_1:2, 铕块
gregtech:compressed_1:3, 钆块
gregtech:compressed_1:4, 镓块
gregtech:compressed_1:5, 钬块
gregtech:compressed_1:6, 铟块
gregtech:compressed_1:7, 铱块
gregtech:compressed_1:8, 镧块
gregtech:compressed_1:9, 铅块
gregtech:compressed_1:10, 锂块
gregtech:compressed_1:11, 镥块
gregtech:compressed_1:12, 镁块
gregtech:compressed_1:13, 锰块
gregtech:compressed_1:14, 钼块
gregtech:compressed_1:15, 钕块
gregtech:compressed_0:0, 铝块
gregtech:compressed_0:1, 镅块
gregtech:compressed_0:2, 锑块
gregtech:compressed_0:3, 砷块
gregtech:compressed_0:4, 钡块
gregtech:compressed_0:5, 铍块
gregtech:compressed_0:6, 铋块
gregtech:compressed_0:7, 硼块
gregtech:compressed_0:8, 铯块
gregtech:compressed_0:9, 钙块
gregtech:compressed_0:10, 碳块
gregtech:compressed_0:11, 镉块
gregtech:compressed_0:12, 铈块
gregtech:compressed_0:13, 铬块
gregtech:compressed_0:14, 钴块
gregtech:compressed_0:15, 铜块
gregtech:compressed_18:0, 钔-263块
gregtech:compressed_18:1, 钔-261块
gregtech:compressed_18:2, 钔-259块
gregtech:compressed_18:3, 钔块
gregtech:compressed_18:4, 镄-263块
gregtech:compressed_18:5, 镄-262块
gregtech:compressed_18:6, 镄-259块
gregtech:compressed_18:7, 镄-258块
gregtech:compressed_18:8, 镄-257块
gregtech:compressed_18:9, 镄块
gregtech:compressed_18:10, 锿-257块
gregtech:compressed_18:11, 锿-255块
gregtech:compressed_18:12, 锿-253块
gregtech:compressed_18:13, 锿块
gregtech:compressed_18:14, 锎-257块
gregtech:compressed_18:15, 锎-256块
gregtech:compressed_10:0, 燧石块
gregtech:compressed_10:1, 硅藻土块
gregtech:compressed_10:2, 硝石块
gregtech:compressed_10:3, 钽铁矿块
gregtech:compressed_10:4, 湿润煤块
gregtech:compressed_10:5, 磷灰石块
gregtech:compressed_10:6, 标准纯银块
gregtech:compressed_10:7, 玫瑰金块
gregtech:compressed_10:8, 黑青铜块
gregtech:compressed_10:9, 铋青铜块
gregtech:compressed_10:10, 黑钢块
gregtech:compressed_10:11, 红钢块
gregtech:compressed_10:12, 蓝钢块
gregtech:compressed_10:13, 大马士革钢块
gregtech:compressed_10:14, 钨钢块
gregtech:compressed_10:15, 红石合金块
gregtech:compressed_7:0, 聚己内酰胺块
gregtech:compressed_7:1, 聚四氟乙烯块
gregtech:compressed_7:2, 钼钨钙矿块
gregtech:compressed_7:3, 黄铁矿块
gregtech:compressed_7:4, 软锰矿块
gregtech:compressed_7:5, 镁铝榴石块
gregtech:compressed_7:6, 岩盐块
gregtech:compressed_7:7, 橡胶块
gregtech:compressed_7:8, 红宝石块
gregtech:compressed_7:9, 盐块
gregtech:compressed_7:10, 硝石块
gregtech:compressed_7:11, 蓝宝石块
gregtech:compressed_7:12, 白钨矿块
gregtech:compressed_7:13, 二氧化硅块
gregtech:compressed_7:14, 方钠石块
gregtech:compressed_7:15, 硫化钠块
gregtech:compressed_17:0, 砹块
gregtech:compressed_17:1, 碘块
gregtech:compressed_17:2, 硒块
gregtech:compressed_17:3, 锗块
gregtech:compressed_17:4, 铊块
gregtech:compressed_17:5, 锝块
gregtech:compressed_17:6, 铼块
gregtech:compressed_17:7, 铪块
gregtech:compressed_17:8, 锕块
gregtech:compressed_17:9, 镭块
gregtech:compressed_17:10, 钫块
gregtech:compressed_17:11, 氟化铍块
gregtech:compressed_17:12, 氟化钾块
gregtech:compressed_17:13, 氟化钠块
gregtech:compressed_17:14, 氟化锂块
gregtech:compressed_17:15, 氢氧化锂块
gregtech:compressed_27:0, 因康镍合金-625块
gregtech:compressed_27:1, 灰钛合金块
gregtech:compressed_27:2, 艾格林钢块
gregtech:compressed_27:3, 基础艾格林钢块
gregtech:compressed_27:4, 中子素块
gregtech:compressed_27:5, 肉块
gregtech:compressed_11:0, 钴黄铜块
gregtech:compressed_11:1, 磷酸钙块
gregtech:compressed_11:2, 玄武岩块
gregtech:compressed_11:3, 安山岩块
gregtech:compressed_11:4, 闪长岩块
gregtech:compressed_11:5, 红石榴石块
gregtech:compressed_11:6, 黄石榴石块
gregtech:compressed_11:7, 糖块
gregtech:compressed_11:8, 温特姆块
gregtech:compressed_11:9, 红岩块
gregtech:compressed_11:10, 钾长石块
gregtech:compressed_11:11, 黑云母块
gregtech:compressed_11:12, 黑花岗岩块
gregtech:compressed_11:13, 白石棉块
gregtech:compressed_11:14, 雄黄块
gregtech:compressed_11:15, 钒磁铁矿块
gregtech:compressed_20:0, 镅-241块
gregtech:compressed_20:1, 钚-245块
gregtech:compressed_20:2, 钚-240块
gregtech:compressed_20:3, 钚-239块
gregtech:compressed_20:4, 钚块
gregtech:compressed_20:5, 镎-239块
gregtech:compressed_20:6, 镎-237块
gregtech:compressed_20:7, 镎-235块
gregtech:compressed_20:8, 镎块
gregtech:compressed_20:9, 铀-239块
gregtech:compressed_20:10, 铀-234块
gregtech:compressed_20:11, 铀-233块
gregtech:compressed_20:12, 铀块
gregtech:compressed_20:13, 镤-233块
gregtech:compressed_20:14, 镤块
gregtech:compressed_20:15, 钍-233块
gregtech:compressed_3:0, 银块
gregtech:compressed_3:1, 钠块
gregtech:compressed_3:2, 锶块
gregtech:compressed_3:3, 硫块
gregtech:compressed_3:4, 钽块
gregtech:compressed_3:5, 碲块
gregtech:compressed_3:6, 铽块
gregtech:compressed_3:7, 钍块
gregtech:compressed_3:8, 铥块
gregtech:compressed_3:9, 锡块
gregtech:compressed_3:10, 钛块
gregtech:compressed_3:11, 钨块
gregtech:compressed_3:12, 铀-238块
gregtech:compressed_3:13, 铀-235块
gregtech:compressed_3:14, 钒块
gregtech:compressed_3:15, 钇块
gregtech:compressed_26:0, EV超导块
gregtech:compressed_26:1, HV超导块
gregtech:compressed_26:2, MV超导块
gregtech:compressed_26:3, ZPM超导基块
gregtech:compressed_26:4, LuV超导基块
gregtech:compressed_26:5, IV超导基块
gregtech:compressed_26:6, EV超导基块
gregtech:compressed_26:7, HV超导基块
gregtech:compressed_26:8, MV超导基块
gregtech:compressed_26:9, 热压硬化钴铬硬质合金块
gregtech:compressed_26:10, 司太立块
gregtech:compressed_26:11, 图帕伽块
gregtech:compressed_26:12, 哈氏合金-N块
gregtech:compressed_26:13, 贫铀合金块
gregtech:compressed_26:14, 波廷合金块
gregtech:compressed_26:15, 马氏体时效钢-250块
gregtech:compressed_23:0, 金属污泥残留物块
gregtech:compressed_23:1, 氯化铱块
gregtech:compressed_23:2, 二氧化铱块
gregtech:compressed_23:3, 污泥残留物块
gregtech:compressed_23:4, 铱残留物块
gregtech:compressed_23:5, 稀有金属残留物块
gregtech:compressed_23:6, 钌酸钠块
gregtech:compressed_23:7, 钌块
gregtech:compressed_23:8, 氯化钙块
gregtech:compressed_23:9, 滤渣块
gregtech:compressed_23:10, 结晶钯块
gregtech:compressed_23:11, 钯盐块
gregtech:compressed_23:12, 含钯金属块
gregtech:compressed_23:13, 沉淀铂块
gregtech:compressed_23:14, 铂残留物块
gregtech:compressed_23:15, 含铂金属块
gregtech:compressed_25:0, 暴雪块
gregtech:compressed_25:1, 铁辉石块
gregtech:compressed_25:2, 氧化铜块
gregtech:compressed_25:3, 砒霜块
gregtech:compressed_25:4, 氧化钴块
gregtech:compressed_25:5, 红锌矿块
gregtech:compressed_25:6, 锑华块
gregtech:compressed_25:7, 铅黄块
gregtech:compressed_25:8, 石英砂块
gregtech:compressed_25:9, 硅酸铝块
gregtech:compressed_25:10, 云母浆块
gregtech:compressed_25:11, 末影合金块
gregtech:compressed_25:12, ZPM超导块
gregtech:compressed_25:13, 聚氯乙烯块
gregtech:compressed_25:14, LuV超导块
gregtech:compressed_25:15, IV超导块
gregtech:compressed_22:0, 布鲁斯特石块
gregtech:compressed_22:1, 天麻石块
gregtech:compressed_22:2, 雅典娜石块
gregtech:compressed_22:3, 高耐久性复合钢块
gregtech:compressed_22:4, 萤光石块
gregtech:compressed_22:5, 鲁里迪特块
gregtech:compressed_22:6, 泰伯利亚块
gregtech:compressed_22:7, 铑钯合金块
gregtech:compressed_22:8, 沉淀铑块
gregtech:compressed_22:9, 铑滤饼块
gregtech:compressed_22:10, 硫酸锌块
gregtech:compressed_22:11, 硝酸铑块
gregtech:compressed_22:12, 硝酸钠块
gregtech:compressed_22:13, 结晶铑块
gregtech:compressed_22:14, 粗铑块
gregtech:compressed_22:15, 铑块
gregtech:compressed_16:0, 聚二甲基硅氧烷块
gregtech:compressed_16:1, 聚苯乙烯块
gregtech:compressed_16:2, 生丁苯橡胶块
gregtech:compressed_16:3, 丁苯橡胶块
gregtech:compressed_16:4, 钾碱块
gregtech:compressed_16:5, 纯碱块
gregtech:compressed_16:6, 砷化镓块
gregtech:compressed_16:7, 聚苯硫醚块
gregtech:compressed_16:8, 磷化铟镓块
gregtech:compressed_16:9, 铂系矿泥块
gregtech:compressed_16:10, 铁氧体混合物块
gregtech:compressed_16:11, 镍锌铁氧体块
gregtech:compressed_16:12, 苦土块
gregtech:compressed_16:13, 五氧化二磷块
gregtech:compressed_16:14, 纤维强化的环氧树脂块
gregtech:compressed_16:15, Abyssal Alloy块
gregtech:compressed_6:0, 殷钢块
gregtech:compressed_6:1, 坝塔尔合金块
gregtech:compressed_6:2, 蓝金石块
gregtech:compressed_6:3, 镁铝合金块
gregtech:compressed_6:4, 菱镁矿块
gregtech:compressed_6:5, 磁铁矿块
gregtech:compressed_6:6, 辉钼矿块
gregtech:compressed_6:7, 镍铬合金块
gregtech:compressed_6:8, 氮化铌块
gregtech:compressed_6:9, 铌钛合金块
gregtech:compressed_6:10, 黑曜石块
gregtech:compressed_6:11, 磷酸盐块
gregtech:compressed_6:12, 生铁块
gregtech:compressed_6:13, 聚乙烯块
gregtech:compressed_6:14, 环氧树脂块
gregtech:compressed_6:15, 硅橡胶块
gregtech:compressed_8:0, 焊锡块
gregtech:compressed_8:1, 锰铝榴石块
gregtech:compressed_8:2, 闪锌矿块
gregtech:compressed_8:3, 不锈钢块
gregtech:compressed_8:4, 钢块
gregtech:compressed_8:5, 辉锑矿块
gregtech:compressed_8:6, 坦桑石块
gregtech:compressed_8:7, 黝铜矿块
gregtech:compressed_8:8, 锡铁合金块
gregtech:compressed_8:9, 黄玉块
gregtech:compressed_8:10, 钨酸锂块
gregtech:compressed_8:11, 哈氏合金块
gregtech:compressed_8:12, 晶质铀矿块
gregtech:compressed_8:13, 钙铬榴石块
gregtech:compressed_8:14, 钒镓合金块
gregtech:compressed_8:15, 锻铁块
gregtech:compressed_15:0, 下界之星块
gregtech:compressed_15:1, 可可块
gregtech:compressed_15:2, 镱块
gregtech:compressed_15:3, 耐火粘土块
gregtech:compressed_15:4, 焦煤块
gregtech:compressed_15:5, 黑铜矿块
gregtech:compressed_15:6, 赤铜矿块
gregtech:compressed_15:7, 斑铜矿块
gregtech:compressed_15:8, 辉铜矿块
gregtech:compressed_15:9, 硫砷铜矿块
gregtech:compressed_15:10, 砷黝铜矿块
gregtech:compressed_15:11, 硼硅玻璃块
gregtech:compressed_15:12, 氢氧化钠块
gregtech:compressed_15:13, 生石灰块
gregtech:compressed_15:14, 硫酸氢钠块
gregtech:compressed_15:15, 硅橡胶块
gregtech:compressed_12:0, 玄武岩矿砂块
gregtech:compressed_12:1, 花岗岩矿砂块
gregtech:compressed_12:2, 石榴石砂块
gregtech:compressed_12:3, 石英矿砂块
gregtech:compressed_12:4, 氟碳镧铈矿块
gregtech:compressed_12:5, 镍黄铁矿块
gregtech:compressed_12:6, 锂辉石块
gregtech:compressed_12:7, 铯榴石块
gregtech:compressed_12:8, 锂云母块
gregtech:compressed_12:9, 海绿石块
gregtech:compressed_12:10, 海绿石矿砂块
gregtech:compressed_12:11, 蛭石块
gregtech:compressed_12:12, 膨润土块
gregtech:compressed_12:13, 漂白土块
gregtech:compressed_12:14, 沥青铀矿块
gregtech:compressed_12:15, 独居石块
gregtech:compressed_2:0, 鐽块
gregtech:compressed_2:1, 镍块
gregtech:compressed_2:2, 铌块
gregtech:compressed_2:3, 锇块
gregtech:compressed_2:4, 钯块
gregtech:compressed_2:5, 磷块
gregtech:compressed_2:6, 铂块
gregtech:compressed_2:7, 钚-244块
gregtech:compressed_2:8, 钚-241块
gregtech:compressed_2:9, 钾块
gregtech:compressed_2:10, 镨块
gregtech:compressed_2:11, 钷块
gregtech:compressed_2:12, 铷块
gregtech:compressed_2:13, 钐块
gregtech:compressed_2:14, 钪块
gregtech:compressed_2:15, 硅块
gregtech:compressed_19:0, 锎-253块
gregtech:compressed_19:1, 锎-252块
gregtech:compressed_19:2, 锎-251块
gregtech:compressed_19:3, 锎块
gregtech:compressed_19:4, 锫-251块
gregtech:compressed_19:5, 锫-249块
gregtech:compressed_19:6, 锫-247块
gregtech:compressed_19:7, 锫块
gregtech:compressed_19:8, 锔-251块
gregtech:compressed_19:9, 锔-250块
gregtech:compressed_19:10, 锔-247块
gregtech:compressed_19:11, 锔-246块
gregtech:compressed_19:12, 锔-245块
gregtech:compressed_19:13, 锔块
gregtech:compressed_19:14, 镅-245块
gregtech:compressed_19:15, 镅-243块
gregtech:compressed_4:0, 锌块
gregtech:compressed_4:1, 铁铝榴石块
gregtech:compressed_4:2, 钙铁榴石块
gregtech:compressed_4:3, 退火铜块
gregtech:compressed_4:4, 石棉块
gregtech:compressed_4:5, 灰烬块
gregtech:compressed_4:6, 带状铁矿块
gregtech:compressed_4:7, 电池合金块
gregtech:compressed_4:8, 蓝色黄玉块
gregtech:compressed_4:9, 黄铜块
gregtech:compressed_4:10, 青铜块
gregtech:compressed_4:11, 棕色褐铁矿块
gregtech:compressed_4:12, 方解石块
gregtech:compressed_4:13, 锡石块
gregtech:compressed_4:14, 锡石矿砂块
gregtech:compressed_4:15, 黄铜矿块
gregtech:compressed_14:0, 磁化钕块
gregtech:compressed_14:1, 碳化钨块
gregtech:compressed_14:2, 钒钢块
gregtech:compressed_14:3, 高速钢-G块
gregtech:compressed_14:4, 高速钢-E块
gregtech:compressed_14:5, 高速钢-S块
gregtech:compressed_14:6, 硅岩块
gregtech:compressed_14:7, 硅岩合金块
gregtech:compressed_14:8, 富集硅岩块
gregtech:compressed_14:9, 超能硅岩块
gregtech:compressed_14:10, 三钛合金块
gregtech:compressed_14:11, 铿铀块
gregtech:compressed_14:12, 硼砂块
gregtech:compressed_14:13, 火药块
gregtech:compressed_14:14, 纸块
gregtech:compressed_14:15, 稀土块
gregtech:frame_hsse:0, 高速钢-E框架
gregtech:frame_hsse:1, 高速钢-E框架
gregtech:frame_hsse:2, 高速钢-E框架
gregtech:frame_hsse:3, 高速钢-E框架
gregtech:frame_hsse:4, 高速钢-E框架
gregtech:frame_hsse:5, 高速钢-E框架
gregtech:frame_hsse:6, 高速钢-E框架
gregtech:frame_hsse:7, 高速钢-E框架
gregtech:frame_hsse:8, 高速钢-E框架
gregtech:frame_hsse:9, 高速钢-E框架
gregtech:frame_hsse:10, 高速钢-E框架
gregtech:frame_hsse:11, 高速钢-E框架
gregtech:frame_hsse:12, 高速钢-E框架
gregtech:frame_hsse:13, 高速钢-E框架
gregtech:frame_hsse:14, 高速钢-E框架
gregtech:frame_hsse:15, 高速钢-E框架
gregtech:frame_maraging_steel_a:0, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:1, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:2, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:3, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:4, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:5, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:6, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:7, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:8, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:9, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:10, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:11, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:12, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:13, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:14, 马氏体时效钢-250框架
gregtech:frame_maraging_steel_a:15, 马氏体时效钢-250框架
gregtech:frame_hastelloy_n:0, 哈氏合金-N框架
gregtech:frame_hastelloy_n:1, 哈氏合金-N框架
gregtech:frame_hastelloy_n:2, 哈氏合金-N框架
gregtech:frame_hastelloy_n:3, 哈氏合金-N框架
gregtech:frame_hastelloy_n:4, 哈氏合金-N框架
gregtech:frame_hastelloy_n:5, 哈氏合金-N框架
gregtech:frame_hastelloy_n:6, 哈氏合金-N框架
gregtech:frame_hastelloy_n:7, 哈氏合金-N框架
gregtech:frame_hastelloy_n:8, 哈氏合金-N框架
gregtech:frame_hastelloy_n:9, 哈氏合金-N框架
gregtech:frame_hastelloy_n:10, 哈氏合金-N框架
gregtech:frame_hastelloy_n:11, 哈氏合金-N框架
gregtech:frame_hastelloy_n:12, 哈氏合金-N框架
gregtech:frame_hastelloy_n:13, 哈氏合金-N框架
gregtech:frame_hastelloy_n:14, 哈氏合金-N框架
gregtech:frame_hastelloy_n:15, 哈氏合金-N框架
gregtech:frame_hssg:0, 高速钢-G框架
gregtech:frame_hssg:1, 高速钢-G框架
gregtech:frame_hssg:2, 高速钢-G框架
gregtech:frame_hssg:3, 高速钢-G框架
gregtech:frame_hssg:4, 高速钢-G框架
gregtech:frame_hssg:5, 高速钢-G框架
gregtech:frame_hssg:6, 高速钢-G框架
gregtech:frame_hssg:7, 高速钢-G框架
gregtech:frame_hssg:8, 高速钢-G框架
gregtech:frame_hssg:9, 高速钢-G框架
gregtech:frame_hssg:10, 高速钢-G框架
gregtech:frame_hssg:11, 高速钢-G框架
gregtech:frame_hssg:12, 高速钢-G框架
gregtech:frame_hssg:13, 高速钢-G框架
gregtech:frame_hssg:14, 高速钢-G框架
gregtech:frame_hssg:15, 高速钢-G框架
gregtech:frame_stainless_steel:0, 不锈钢框架
gregtech:frame_stainless_steel:1, 不锈钢框架
gregtech:frame_stainless_steel:2, 不锈钢框架
gregtech:frame_stainless_steel:3, 不锈钢框架
gregtech:frame_stainless_steel:4, 不锈钢框架
gregtech:frame_stainless_steel:5, 不锈钢框架
gregtech:frame_stainless_steel:6, 不锈钢框架
